,mes,estrato1,sex,age,p6426,relab,hoursWorkUsual,fweight,maxEducLevel,college,regSalud,pea,formal,microEmpresa,sizeFirm,y_salary_m_hu
1401,1,3,1,25,8.0,1.0,48.0,288,6.0,1,1.0,1,1.0,0.0,5.0,4861
1404,1,3,0,23,27.0,1.0,48.0,288,7.0,0,1.0,1,1.0,0.0,4.0,4861
1406,1,2,1,35,12.0,1.0,48.0,219,6.0,1,1.0,1,1.0,0.0,5.0,4010
1407,1,2,1,58,420.0,1.0,48.0,219,5.0,0,1.0,1,1.0,0.0,5.0,3888
1411,1,2,1,30,6.0,1.0,18.0,259,6.0,1,3.0,1,0.0,0.0,3.0,4537
1412,1,3,1,62,9.0,2.0,48.0,176,7.0,0,1.0,1,1.0,0.0,5.0,29366
1413,1,3,0,54,204.0,1.0,48.0,176,7.0,0,1.0,1,1.0,0.0,5.0,10359
1415,1,3,0,22,16.0,1.0,48.0,176,7.0,0,1.0,1,1.0,0.0,5.0,4861
1420,1,2,1,28,24.0,1.0,56.0,303,7.0,0,1.0,1,1.0,0.0,5.0,5833
1424,1,2,1,32,84.0,1.0,48.0,282,6.0,1,1.0,1,1.0,0.0,5.0,3586
1429,1,2,0,19,12.0,1.0,48.0,303,6.0,1,1.0,1,1.0,0.0,5.0,3586
1431,1,2,1,27,18.0,1.0,48.0,303,6.0,1,1.0,1,1.0,0.0,5.0,4861
1436,1,3,1,28,26.0,1.0,40.0,234,7.0,0,1.0,1,1.0,0.0,5.0,8750
1439,1,2,0,18,6.0,1.0,48.0,152,7.0,0,1.0,1,0.0,0.0,5.0,3586
1440,1,2,0,38,2.0,1.0,48.0,152,7.0,0,1.0,1,1.0,0.0,5.0,3586
1441,1,3,0,54,324.0,2.0,48.0,239,6.0,1,1.0,1,1.0,0.0,5.0,5590
1445,1,3,0,40,300.0,1.0,40.0,429,7.0,0,1.0,1,1.0,0.0,5.0,7000
1448,1,3,0,24,2.0,1.0,40.0,210,7.0,0,1.0,1,1.0,0.0,4.0,7000
1450,1,3,0,48,144.0,1.0,48.0,210,6.0,1,1.0,1,1.0,1.0,2.0,3586
1461,1,3,1,46,60.0,1.0,65.0,194,6.0,1,1.0,1,1.0,0.0,4.0,3589
1465,1,3,0,21,1.0,1.0,48.0,194,7.0,0,1.0,1,1.0,0.0,4.0,3586
1468,1,3,0,40,96.0,1.0,40.0,194,5.0,0,1.0,1,0.0,0.0,3.0,2333
1469,1,3,1,46,1.0,1.0,48.0,194,6.0,1,1.0,1,1.0,0.0,3.0,4375
1470,1,3,0,20,1.0,1.0,48.0,194,6.0,1,1.0,1,1.0,0.0,5.0,4375
1471,1,2,0,46,12.0,1.0,40.0,205,6.0,1,1.0,1,0.0,1.0,1.0,3500
1472,1,2,1,46,12.0,1.0,48.0,205,5.0,0,1.0,1,1.0,0.0,5.0,5833
1476,1,3,0,38,74.0,2.0,48.0,478,7.0,0,1.0,1,1.0,0.0,5.0,7291
1487,1,2,0,40,120.0,1.0,60.0,263,5.0,0,3.0,1,0.0,1.0,2.0,1866
1488,1,2,1,42,12.0,1.0,48.0,263,4.0,0,3.0,1,0.0,1.0,2.0,1215
1497,1,1,1,38,2.0,1.0,48.0,207,6.0,1,3.0,1,0.0,1.0,2.0,3402
1502,1,1,0,48,70.0,3.0,60.0,239,6.0,1,1.0,1,0.0,1.0,1.0,3060
1507,1,1,1,35,7.0,1.0,48.0,223,6.0,1,1.0,1,1.0,0.0,5.0,4131
1513,1,1,1,23,12.0,1.0,48.0,236,6.0,1,1.0,1,1.0,0.0,5.0,4131
1519,1,2,1,35,24.0,1.0,84.0,352,6.0,1,1.0,1,1.0,0.0,5.0,2777
1525,1,2,1,22,3.0,1.0,48.0,290,6.0,1,1.0,1,1.0,0.0,5.0,5055
1527,1,2,1,32,132.0,2.0,60.0,342,7.0,0,2.0,1,1.0,0.0,5.0,7000
1536,1,2,0,34,108.0,1.0,48.0,352,7.0,0,1.0,1,1.0,1.0,2.0,3586
1542,1,1,1,34,12.0,1.0,58.0,352,6.0,1,1.0,1,1.0,0.0,5.0,3902
1551,1,1,0,25,8.0,1.0,48.0,313,7.0,0,1.0,1,1.0,0.0,5.0,4131
1552,1,1,1,28,120.0,1.0,30.0,313,6.0,1,1.0,1,0.0,1.0,2.0,5833
1556,1,3,0,59,204.0,1.0,48.0,299,7.0,0,1.0,1,1.0,0.0,4.0,8750
1559,1,3,1,30,120.0,1.0,48.0,299,7.0,0,1.0,1,1.0,0.0,5.0,9236
1571,1,2,1,32,6.0,1.0,48.0,256,7.0,0,1.0,1,1.0,0.0,5.0,4861
1573,1,2,1,37,24.0,1.0,48.0,256,6.0,1,1.0,1,1.0,0.0,5.0,3586
1575,1,2,1,34,48.0,1.0,60.0,263,7.0,0,1.0,1,1.0,0.0,5.0,8944
1579,1,2,0,55,276.0,1.0,40.0,243,5.0,0,1.0,1,1.0,0.0,5.0,4666
1580,1,2,1,36,1.0,1.0,40.0,243,7.0,0,1.0,1,1.0,0.0,5.0,5250
1582,1,2,1,56,1.0,1.0,48.0,243,7.0,0,1.0,1,1.0,0.0,3.0,8750
1584,1,3,0,43,3.0,1.0,48.0,183,6.0,1,1.0,1,1.0,0.0,4.0,3586
1586,1,3,1,50,300.0,1.0,48.0,183,6.0,1,1.0,1,1.0,0.0,5.0,8750
1591,1,3,0,52,396.0,2.0,48.0,250,7.0,0,1.0,1,1.0,0.0,5.0,9722
1592,1,2,0,50,160.0,1.0,40.0,181,5.0,0,1.0,1,0.0,1.0,2.0,4958
1593,1,2,1,56,324.0,1.0,48.0,181,4.0,0,1.0,1,1.0,0.0,4.0,5833
1594,1,2,0,21,8.0,1.0,48.0,181,7.0,0,1.0,1,1.0,0.0,5.0,3888
1597,1,3,1,50,48.0,1.0,50.0,232,7.0,0,1.0,1,1.0,0.0,4.0,28000
1599,1,2,1,24,9.0,1.0,48.0,236,6.0,1,1.0,1,1.0,0.0,5.0,3586
1600,1,2,1,22,27.0,1.0,46.0,236,6.0,1,1.0,1,1.0,0.0,4.0,4565
1608,1,2,0,50,10.0,1.0,55.0,210,6.0,1,1.0,1,1.0,0.0,5.0,4454
1610,1,2,1,26,18.0,1.0,51.0,210,7.0,0,1.0,1,1.0,1.0,2.0,6862
1614,1,2,1,31,36.0,1.0,48.0,275,6.0,1,1.0,1,1.0,0.0,5.0,4715
1615,1,2,0,30,24.0,1.0,40.0,275,7.0,0,1.0,1,1.0,0.0,3.0,8166
1621,1,2,0,43,96.0,1.0,15.0,194,6.0,1,1.0,1,0.0,0.0,4.0,4666
1622,1,2,1,41,120.0,1.0,48.0,194,5.0,0,1.0,1,1.0,0.0,5.0,5833
1625,1,3,1,49,240.0,2.0,48.0,263,7.0,0,1.0,1,1.0,0.0,5.0,19444
1626,1,3,1,55,300.0,1.0,48.0,219,7.0,0,1.0,1,1.0,0.0,5.0,34027
1629,1,2,0,19,1.0,1.0,70.0,201,6.0,1,,1,0.0,0.0,4.0,1333
1633,1,2,0,26,47.0,1.0,48.0,222,6.0,1,1.0,1,1.0,0.0,5.0,4861
1637,1,3,0,25,11.0,1.0,40.0,246,7.0,0,1.0,1,1.0,0.0,4.0,11666
1638,1,3,0,48,6.0,1.0,12.0,246,7.0,0,1.0,1,0.0,1.0,2.0,9722
1640,1,2,1,37,1.0,1.0,48.0,243,5.0,0,1.0,1,1.0,0.0,5.0,3586
1641,1,2,1,69,72.0,1.0,50.0,243,3.0,0,1.0,1,0.0,1.0,2.0,5133
1643,1,2,1,68,12.0,3.0,5.0,243,4.0,0,1.0,1,0.0,1.0,2.0,6533
1654,1,2,0,33,24.0,1.0,48.0,303,7.0,0,1.0,1,1.0,0.0,5.0,5347
1657,1,2,1,26,4.0,1.0,48.0,263,6.0,1,1.0,1,1.0,0.0,5.0,3586
1658,1,2,0,53,204.0,1.0,48.0,250,5.0,0,1.0,1,1.0,0.0,5.0,3586
1659,1,3,0,47,48.0,1.0,48.0,259,5.0,0,1.0,1,0.0,1.0,2.0,3888
1660,1,3,1,25,6.0,1.0,48.0,259,6.0,1,1.0,1,0.0,1.0,2.0,3888
1667,1,2,0,52,72.0,1.0,48.0,341,5.0,0,1.0,1,1.0,0.0,5.0,3586
1670,1,2,1,24,16.0,1.0,55.0,198,6.0,1,,1,0.0,0.0,3.0,3818
1676,1,4,1,22,1.0,1.0,48.0,194,7.0,0,1.0,1,1.0,0.0,5.0,4861
1680,1,4,1,44,144.0,1.0,36.0,250,7.0,0,1.0,1,1.0,0.0,5.0,12962
1681,1,4,0,62,78.0,2.0,40.0,250,7.0,0,1.0,1,1.0,0.0,5.0,78750
1685,1,3,0,41,12.0,1.0,48.0,331,7.0,0,1.0,1,1.0,0.0,4.0,3586
1686,1,3,1,38,60.0,1.0,48.0,331,7.0,0,1.0,1,1.0,0.0,4.0,7291
1689,1,2,0,38,30.0,1.0,70.0,282,3.0,0,1.0,1,0.0,1.0,2.0,3333
1691,1,2,1,39,30.0,1.0,70.0,282,3.0,0,1.0,1,0.0,1.0,2.0,4000
1693,1,2,0,38,192.0,3.0,40.0,246,6.0,1,1.0,1,0.0,1.0,1.0,4303
1696,1,3,0,53,18.0,1.0,48.0,217,4.0,0,1.0,1,1.0,0.0,5.0,3586
1697,1,3,0,42,120.0,2.0,48.0,217,7.0,0,1.0,1,1.0,0.0,5.0,4861
1703,1,2,1,26,15.0,1.0,60.0,263,5.0,0,1.0,1,1.0,0.0,3.0,2868
1707,1,3,0,45,18.0,1.0,48.0,243,6.0,1,1.0,1,1.0,0.0,5.0,5833
1711,1,2,0,36,84.0,1.0,50.0,207,3.0,0,1.0,1,1.0,0.0,4.0,3966
1712,1,2,1,20,8.0,1.0,30.0,207,6.0,1,1.0,1,0.0,1.0,2.0,3111
1718,1,2,1,40,12.0,1.0,40.0,243,6.0,1,1.0,1,1.0,0.0,3.0,4303
1721,1,2,0,59,28.0,3.0,48.0,254,3.0,0,3.0,1,0.0,1.0,1.0,3586
1722,1,2,1,57,36.0,1.0,47.0,272,4.0,0,1.0,1,1.0,0.0,4.0,4964
1723,1,2,0,22,3.0,1.0,40.0,272,7.0,0,1.0,1,0.0,0.0,5.0,4303
1728,1,2,1,29,22.0,1.0,72.0,247,7.0,0,1.0,1,1.0,0.0,4.0,3240
1729,1,2,0,38,6.0,1.0,56.0,243,1.0,0,1.0,1,0.0,1.0,2.0,3125
1730,1,2,1,30,4.0,1.0,48.0,243,5.0,0,1.0,1,1.0,0.0,4.0,4861
1731,1,2,1,19,1.0,1.0,48.0,243,5.0,0,1.0,1,1.0,0.0,3.0,4861
1732,1,2,1,29,2.0,1.0,48.0,303,6.0,1,1.0,1,1.0,0.0,5.0,6319
1734,1,2,0,36,60.0,1.0,40.0,303,7.0,0,1.0,1,1.0,0.0,5.0,11666
1736,1,2,1,54,58.0,1.0,48.0,238,6.0,1,1.0,1,1.0,0.0,5.0,5833
1738,1,3,1,39,24.0,1.0,48.0,292,6.0,1,1.0,1,0.0,0.0,3.0,5833
1740,1,3,0,37,36.0,1.0,35.0,292,7.0,0,1.0,1,1.0,0.0,5.0,6000
1742,1,3,0,56,144.0,1.0,48.0,254,3.0,0,1.0,1,0.0,0.0,3.0,4861
1743,1,3,1,24,26.0,1.0,48.0,170,7.0,0,1.0,1,1.0,0.0,5.0,3586
1745,1,3,0,26,36.0,1.0,50.0,170,7.0,0,1.0,1,1.0,0.0,4.0,3733
1750,1,3,1,51,60.0,1.0,52.0,303,5.0,0,1.0,1,1.0,0.0,3.0,13461
1754,1,2,0,40,28.0,1.0,48.0,152,7.0,0,1.0,1,1.0,0.0,5.0,8750
1757,1,3,0,27,48.0,1.0,48.0,325,7.0,0,1.0,1,1.0,0.0,5.0,4375
1758,1,3,0,28,3.0,1.0,48.0,325,7.0,0,1.0,1,1.0,0.0,5.0,7291
1763,1,3,1,24,18.0,1.0,48.0,236,7.0,0,1.0,1,1.0,0.0,5.0,4375
1764,1,3,0,23,6.0,1.0,40.0,214,7.0,0,1.0,1,1.0,0.0,5.0,4303
1765,1,3,1,32,8.0,1.0,48.0,214,7.0,0,1.0,1,1.0,0.0,5.0,3586
1768,1,3,0,23,24.0,1.0,66.0,350,6.0,1,1.0,1,1.0,1.0,2.0,2828
1777,1,3,1,21,2.0,1.0,48.0,158,7.0,0,1.0,1,1.0,0.0,4.0,3586
1782,1,3,0,40,72.0,1.0,40.0,228,7.0,0,1.0,1,1.0,0.0,5.0,15750
1788,1,3,1,42,120.0,1.0,48.0,331,7.0,0,1.0,1,1.0,0.0,5.0,23333
1789,1,2,1,57,72.0,1.0,48.0,239,4.0,0,1.0,1,1.0,0.0,5.0,3586
1794,1,3,1,46,48.0,1.0,40.0,209,7.0,0,1.0,1,1.0,1.0,2.0,5833
1796,1,3,0,55,408.0,1.0,48.0,209,7.0,0,1.0,1,1.0,0.0,5.0,34027
1797,1,2,0,50,18.0,1.0,40.0,303,7.0,0,1.0,1,1.0,0.0,5.0,13416
1800,1,2,0,48,6.0,3.0,50.0,250,6.0,1,3.0,1,0.0,1.0,1.0,933
1801,1,4,0,30,48.0,2.0,40.0,255,7.0,0,1.0,1,1.0,0.0,5.0,18719
1802,1,4,1,32,10.0,1.0,40.0,255,7.0,0,1.0,1,1.0,0.0,5.0,14583
1810,1,2,0,31,48.0,1.0,48.0,439,7.0,0,1.0,1,1.0,0.0,5.0,7291
1811,1,2,1,31,132.0,1.0,48.0,439,7.0,0,1.0,1,1.0,0.0,5.0,7291
1812,1,3,1,27,3.0,1.0,48.0,255,7.0,0,1.0,1,1.0,0.0,4.0,12152
1813,1,3,0,25,7.0,1.0,40.0,255,7.0,0,1.0,1,1.0,0.0,4.0,11666
1823,1,2,1,30,5.0,1.0,40.0,372,6.0,1,3.0,1,0.0,1.0,2.0,5833
1829,1,2,0,25,4.0,1.0,48.0,283,6.0,1,1.0,1,1.0,0.0,5.0,3586
1830,1,2,1,23,12.0,1.0,40.0,283,7.0,0,1.0,1,0.0,1.0,2.0,4303
1831,1,2,0,57,1.0,1.0,16.0,283,6.0,1,1.0,1,0.0,0.0,4.0,3150
1836,1,2,1,61,288.0,2.0,40.0,252,7.0,0,2.0,1,1.0,0.0,5.0,13416
1846,1,1,1,26,2.0,1.0,66.0,388,5.0,0,1.0,1,1.0,0.0,5.0,3358
1853,1,2,0,59,36.0,3.0,8.0,285,4.0,0,1.0,1,0.0,1.0,1.0,4666
1855,1,2,0,41,14.0,1.0,45.0,285,6.0,1,1.0,1,1.0,0.0,3.0,4148
1856,1,2,0,28,10.0,1.0,42.0,285,7.0,0,1.0,1,1.0,0.0,5.0,8333
1863,1,2,1,31,8.0,1.0,48.0,255,7.0,0,1.0,1,1.0,0.0,5.0,4131
1864,1,2,0,37,48.0,2.0,40.0,255,6.0,1,1.0,1,1.0,0.0,5.0,8166
1866,1,2,0,50,24.0,1.0,48.0,329,6.0,1,1.0,1,1.0,0.0,5.0,5833
1868,1,2,1,44,84.0,1.0,48.0,251,6.0,1,1.0,1,1.0,0.0,5.0,4861
1869,1,2,0,20,3.0,1.0,48.0,251,7.0,0,1.0,1,1.0,0.0,5.0,3586
1873,1,3,0,40,12.0,1.0,48.0,242,7.0,0,1.0,1,1.0,1.0,2.0,7291
1879,1,2,0,27,120.0,1.0,48.0,171,7.0,0,1.0,1,1.0,0.0,4.0,3586
1883,1,2,1,31,24.0,1.0,48.0,255,6.0,1,,1,0.0,0.0,3.0,3586
1884,1,2,1,38,72.0,1.0,58.0,252,6.0,1,,1,0.0,1.0,2.0,2967
1893,1,2,0,32,58.0,1.0,48.0,234,6.0,1,1.0,1,1.0,0.0,3.0,3586
1894,1,2,1,27,52.0,1.0,48.0,234,5.0,0,1.0,1,1.0,0.0,5.0,3586
1895,1,2,1,35,96.0,1.0,48.0,234,6.0,1,1.0,1,1.0,0.0,5.0,3586
1897,1,2,0,25,72.0,1.0,48.0,246,6.0,1,1.0,1,1.0,0.0,4.0,3586
1898,1,2,1,47,8.0,1.0,55.0,246,3.0,0,1.0,1,1.0,0.0,5.0,3818
1899,1,2,0,45,143.0,1.0,48.0,246,3.0,0,1.0,1,1.0,0.0,4.0,3586
1900,1,2,0,26,36.0,1.0,48.0,246,7.0,0,1.0,1,1.0,0.0,5.0,9722
1902,1,2,0,44,60.0,1.0,48.0,246,7.0,0,1.0,1,1.0,0.0,5.0,9722
1904,1,3,0,44,140.0,3.0,48.0,201,6.0,1,1.0,1,1.0,1.0,1.0,5833
1912,1,1,1,31,107.0,1.0,48.0,391,7.0,0,1.0,1,1.0,0.0,5.0,5833
1915,1,1,0,26,9.0,1.0,48.0,391,7.0,0,1.0,1,1.0,0.0,4.0,3586
1916,1,1,1,34,7.0,1.0,48.0,255,7.0,0,1.0,1,1.0,0.0,5.0,5347
1917,1,1,0,27,24.0,1.0,48.0,255,7.0,0,1.0,1,1.0,0.0,3.0,4375
1930,1,2,0,29,4.0,1.0,48.0,226,6.0,1,1.0,1,1.0,0.0,5.0,3586
1935,1,2,0,26,48.0,1.0,48.0,250,7.0,0,1.0,1,1.0,1.0,2.0,7777
1938,1,2,0,26,4.0,1.0,48.0,250,6.0,1,1.0,1,0.0,0.0,5.0,3586
1940,1,2,0,55,24.0,1.0,48.0,250,6.0,1,1.0,1,1.0,0.0,5.0,3586
1941,1,2,1,52,24.0,1.0,48.0,263,6.0,1,3.0,1,0.0,0.0,3.0,4861
1944,1,2,1,33,24.0,1.0,70.0,238,6.0,1,1.0,1,1.0,0.0,5.0,3333
1946,1,2,1,25,5.0,1.0,56.0,301,6.0,1,1.0,1,1.0,0.0,5.0,3583
1947,1,2,0,18,5.0,1.0,56.0,301,6.0,1,1.0,1,1.0,0.0,5.0,3458
1951,1,3,1,50,1.0,1.0,48.0,228,7.0,0,1.0,1,1.0,0.0,5.0,5833
1952,1,3,0,49,60.0,1.0,40.0,228,7.0,0,1.0,1,1.0,0.0,4.0,14583
1964,1,6,0,80,480.0,1.0,25.0,241,6.0,1,1.0,1,1.0,0.0,5.0,46666
1967,1,3,0,40,144.0,2.0,40.0,243,7.0,0,2.0,1,1.0,0.0,5.0,11083
1979,1,3,1,27,60.0,1.0,48.0,205,7.0,0,1.0,1,1.0,0.0,5.0,5833
1982,1,3,1,30,8.0,1.0,48.0,263,7.0,0,1.0,1,1.0,0.0,3.0,4861
1992,1,6,0,55,2.0,3.0,59.0,386,3.0,0,3.0,1,0.0,1.0,1.0,3954
2003,1,3,1,50,276.0,1.0,40.0,391,7.0,0,1.0,1,1.0,0.0,5.0,21000
2008,1,3,0,46,96.0,1.0,48.0,205,7.0,0,1.0,1,1.0,0.0,5.0,3586
2017,1,3,0,26,3.0,1.0,48.0,391,6.0,1,,1,0.0,0.0,3.0,6805
2018,1,3,0,28,4.0,1.0,48.0,318,6.0,1,1.0,1,1.0,0.0,5.0,7777
2027,1,2,0,56,89.0,3.0,48.0,226,4.0,0,3.0,1,0.0,1.0,1.0,2673
2033,1,1,1,61,228.0,1.0,48.0,185,3.0,0,1.0,1,1.0,0.0,5.0,3586
2050,1,2,0,25,48.0,1.0,48.0,302,6.0,1,3.0,1,0.0,1.0,2.0,3402
2051,1,3,1,52,6.0,1.0,53.0,145,3.0,0,1.0,1,1.0,0.0,5.0,3522
2052,1,3,0,53,300.0,1.0,48.0,145,6.0,1,1.0,1,1.0,0.0,5.0,4618
2062,1,3,0,38,160.0,2.0,48.0,201,7.0,0,1.0,1,1.0,0.0,5.0,9722
2067,1,1,0,50,1.0,3.0,48.0,320,6.0,1,1.0,1,1.0,1.0,1.0,3586
2068,1,1,1,21,9.0,1.0,56.0,320,6.0,1,1.0,1,1.0,0.0,4.0,3073
2070,1,1,1,46,6.0,1.0,48.0,320,6.0,1,1.0,1,1.0,0.0,5.0,5347
2072,1,2,0,48,36.0,1.0,48.0,226,6.0,1,1.0,1,1.0,1.0,2.0,4861
2074,1,2,1,40,6.0,1.0,60.0,145,6.0,1,1.0,1,1.0,0.0,5.0,2868
2083,1,2,1,29,60.0,1.0,48.0,324,7.0,0,1.0,1,1.0,0.0,5.0,3586
2084,1,2,1,19,12.0,1.0,48.0,324,7.0,0,1.0,1,1.0,0.0,4.0,3586
2088,1,2,1,41,24.0,1.0,48.0,243,6.0,1,1.0,1,1.0,0.0,4.0,3888
2092,1,2,0,63,96.0,3.0,48.0,238,3.0,0,1.0,1,1.0,1.0,1.0,3586
2096,1,1,0,35,60.0,1.0,48.0,250,6.0,1,1.0,1,1.0,0.0,4.0,3888
2099,1,1,1,23,11.0,1.0,46.0,194,5.0,0,1.0,1,1.0,0.0,4.0,4057
2100,1,1,0,23,5.0,1.0,48.0,194,7.0,0,1.0,1,1.0,0.0,5.0,3586
2102,1,1,0,52,6.0,3.0,40.0,194,5.0,0,1.0,1,1.0,1.0,1.0,2333
2105,1,1,0,49,94.0,3.0,48.0,288,4.0,0,3.0,1,0.0,1.0,1.0,3888
2108,1,1,1,30,13.0,1.0,48.0,429,6.0,1,1.0,1,1.0,0.0,5.0,7291
2109,1,1,0,27,38.0,1.0,40.0,429,7.0,0,1.0,1,1.0,0.0,5.0,8750
2114,1,3,1,48,24.0,1.0,105.0,205,3.0,0,3.0,1,0.0,1.0,2.0,2000
2115,1,3,0,44,24.0,1.0,83.0,205,3.0,0,3.0,1,0.0,1.0,2.0,1686
2117,1,2,1,35,7.0,1.0,48.0,255,6.0,1,1.0,1,1.0,0.0,4.0,3888
2123,1,3,0,56,18.0,1.0,48.0,254,5.0,0,1.0,1,1.0,0.0,5.0,3586
2126,1,1,0,24,36.0,1.0,66.0,190,6.0,1,1.0,1,1.0,0.0,3.0,2608
2130,1,2,0,43,1.0,1.0,58.0,232,4.0,0,1.0,1,0.0,1.0,2.0,3540
2131,1,2,1,18,10.0,2.0,84.0,232,6.0,1,2.0,1,1.0,0.0,5.0,1222
2136,1,2,1,44,288.0,1.0,44.0,243,4.0,0,1.0,1,1.0,0.0,3.0,7424
2137,1,2,0,40,156.0,1.0,55.0,243,6.0,1,3.0,1,0.0,1.0,2.0,2969
2140,1,1,1,30,96.0,1.0,45.0,255,6.0,1,1.0,1,1.0,0.0,4.0,6222
2141,1,1,0,25,0.0,1.0,40.0,255,7.0,0,1.0,1,1.0,0.0,4.0,6183
2144,1,1,1,30,1.0,1.0,48.0,391,6.0,1,1.0,1,1.0,0.0,5.0,6805
2146,1,1,1,26,4.0,1.0,54.0,263,5.0,0,1.0,1,0.0,1.0,2.0,3456
2147,1,2,1,29,36.0,1.0,60.0,263,6.0,1,1.0,1,1.0,0.0,5.0,3888
2154,1,3,1,24,60.0,1.0,40.0,198,7.0,0,1.0,1,1.0,0.0,5.0,7000
2155,1,3,1,25,1.0,1.0,48.0,198,6.0,1,1.0,1,1.0,0.0,5.0,3888
2156,1,3,0,24,12.0,1.0,48.0,198,5.0,0,,1,0.0,1.0,2.0,3645
2159,1,3,0,43,120.0,1.0,48.0,281,7.0,0,1.0,1,1.0,0.0,5.0,8750
2170,1,2,1,33,58.0,1.0,48.0,391,5.0,0,1.0,1,1.0,0.0,4.0,4861
2174,1,2,1,27,53.0,1.0,40.0,214,7.0,0,1.0,1,1.0,0.0,5.0,11666
2178,1,2,0,29,32.0,1.0,48.0,226,7.0,0,1.0,1,1.0,0.0,3.0,7777
2183,1,2,1,31,144.0,1.0,48.0,382,5.0,0,1.0,1,1.0,0.0,5.0,3888
2191,1,2,1,20,2.0,1.0,48.0,236,6.0,1,1.0,1,1.0,1.0,2.0,3888
2192,1,2,1,18,2.0,1.0,40.0,236,7.0,0,1.0,1,0.0,1.0,2.0,3500
2194,1,2,1,25,3.0,1.0,48.0,236,5.0,0,1.0,1,1.0,1.0,2.0,4277
2195,1,3,1,58,60.0,1.0,48.0,194,7.0,0,1.0,1,1.0,0.0,5.0,5347
2196,1,3,0,24,7.0,1.0,48.0,194,7.0,0,1.0,1,1.0,0.0,4.0,4131
2197,1,3,1,26,2.0,1.0,48.0,194,7.0,0,1.0,1,0.0,1.0,2.0,4861
2209,1,3,0,29,96.0,1.0,54.0,210,6.0,1,1.0,1,1.0,0.0,3.0,3187
2212,1,2,1,39,120.0,1.0,70.0,243,7.0,0,1.0,1,1.0,0.0,5.0,6666
2216,1,6,1,41,180.0,1.0,45.0,303,7.0,0,1.0,1,1.0,0.0,5.0,155555
2217,1,3,0,28,1.0,1.0,48.0,255,7.0,0,1.0,1,1.0,0.0,4.0,3797
2220,1,2,1,37,2.0,1.0,72.0,303,5.0,0,1.0,1,1.0,0.0,5.0,2390
2221,1,2,0,31,1.0,3.0,48.0,303,6.0,1,1.0,1,1.0,1.0,1.0,3888
2225,1,2,1,51,324.0,1.0,48.0,317,6.0,1,1.0,1,1.0,0.0,4.0,4375
2236,1,4,0,49,132.0,2.0,45.0,250,7.0,0,1.0,1,1.0,0.0,5.0,9986
2241,1,3,0,26,12.0,1.0,48.0,337,7.0,0,1.0,1,1.0,0.0,5.0,17013
2242,1,3,1,21,3.0,1.0,48.0,337,7.0,0,1.0,1,1.0,0.0,5.0,4861
2243,1,4,1,43,60.0,1.0,60.0,267,7.0,0,1.0,1,1.0,0.0,5.0,31111
2244,1,4,1,27,0.0,1.0,70.0,267,7.0,0,1.0,1,0.0,0.0,4.0,6666
2245,1,1,0,55,7.0,3.0,24.0,254,6.0,1,1.0,1,0.0,1.0,1.0,2333
2250,1,2,0,64,312.0,1.0,40.0,234,7.0,0,1.0,1,1.0,0.0,5.0,4303
2252,1,2,0,62,36.0,1.0,48.0,234,1.0,0,1.0,1,0.0,1.0,1.0,972
2263,1,4,1,42,12.0,1.0,45.0,255,7.0,0,1.0,1,1.0,0.0,5.0,20740
2267,1,3,1,54,168.0,1.0,48.0,250,5.0,0,1.0,1,1.0,0.0,5.0,3586
2269,1,3,1,27,7.0,1.0,48.0,250,7.0,0,1.0,1,1.0,0.0,4.0,5347
2275,1,4,0,33,48.0,2.0,40.0,239,7.0,0,1.0,1,1.0,0.0,5.0,23333
2279,1,3,0,20,5.0,1.0,56.0,245,7.0,0,1.0,1,0.0,0.0,5.0,1533
2280,1,3,0,38,24.0,3.0,50.0,245,7.0,0,3.0,1,0.0,1.0,1.0,3500
2281,1,3,0,36,10.0,2.0,40.0,201,7.0,0,1.0,1,1.0,0.0,5.0,7542
2284,1,2,1,36,120.0,2.0,48.0,303,7.0,0,2.0,1,1.0,0.0,5.0,6319
2285,1,2,0,25,24.0,1.0,40.0,303,7.0,0,1.0,1,1.0,0.0,5.0,8750
2286,1,3,1,40,4.0,1.0,77.0,214,6.0,1,,1,0.0,1.0,2.0,2121
2289,1,1,1,24,18.0,1.0,84.0,286,6.0,1,1.0,1,1.0,0.0,3.0,3333
2295,1,1,1,35,72.0,1.0,48.0,303,6.0,1,1.0,1,1.0,0.0,5.0,3888
2298,1,3,1,26,42.0,1.0,48.0,214,6.0,1,1.0,1,1.0,0.0,5.0,5930
2299,1,3,0,19,11.0,1.0,48.0,214,6.0,1,1.0,1,0.0,0.0,5.0,3797
2302,1,1,0,47,120.0,1.0,48.0,206,6.0,1,1.0,1,1.0,0.0,5.0,3586
2303,1,1,0,27,1.0,1.0,54.0,206,6.0,1,1.0,1,1.0,1.0,2.0,3187
2313,1,2,1,38,12.0,1.0,48.0,263,7.0,0,1.0,1,1.0,1.0,2.0,3586
2316,1,3,0,37,36.0,1.0,48.0,303,7.0,0,1.0,1,1.0,0.0,5.0,8178
2318,1,1,0,21,0.0,1.0,16.0,214,6.0,1,1.0,1,1.0,0.0,5.0,8750
2323,1,3,1,23,2.0,1.0,40.0,218,7.0,0,,1,0.0,1.0,2.0,3500
2328,1,3,0,22,2.0,1.0,40.0,214,7.0,0,1.0,1,1.0,0.0,5.0,7000
2333,1,3,1,31,24.0,1.0,48.0,312,6.0,1,1.0,1,1.0,0.0,5.0,5833
