,mes,estrato1,sex,age,p6426,relab,hoursWorkUsual,ingtot,fweight,maxEducLevel,college,regSalud,pea,formal,cuentaPropia,microEmpresa,sizeFirm
8140,4,2,0,40,36.0,1.0,48.0,1550000,210,7.0,0,1.0,1,1.0,0,0.0,4.0
8142,4,2,0,68,,,,300000,235,6.0,1,1.0,0,,0,,
8143,4,2,0,38,12.0,1.0,48.0,2221467,235,7.0,0,1.0,1,1.0,0,0.0,5.0
8147,4,3,0,63,,,,1887493,310,7.0,0,1.0,0,,0,,
8149,4,2,1,31,120.0,1.0,48.0,1049878,243,7.0,0,1.0,1,1.0,0,0.0,5.0
8150,4,2,0,34,36.0,4.0,20.0,600000,243,7.0,0,1.0,1,0.0,1,1.0,1.0
8151,4,2,1,62,,,,934594,243,4.0,0,1.0,0,,0,,
8152,4,2,0,61,,,,934594,243,7.0,0,1.0,0,,0,,
8153,4,3,0,44,84.0,1.0,40.0,2916666,263,7.0,0,1.0,1,1.0,0,0.0,5.0
8154,4,3,1,24,25.0,1.0,40.0,1298000,263,7.0,0,1.0,1,1.0,0,0.0,5.0
8160,4,3,0,73,,,,934594,194,3.0,0,1.0,0,,0,,
8161,4,3,0,46,,,,934594,194,6.0,1,1.0,0,,0,,
8162,4,3,1,84,,,,500000,194,3.0,0,1.0,0,,0,,
8163,4,3,0,61,48.0,1.0,48.0,800000,234,5.0,0,3.0,1,0.0,0,1.0,2.0
8164,4,3,1,31,24.0,1.0,48.0,700000,234,6.0,1,3.0,1,0.0,0,1.0,2.0
8165,4,3,0,42,,,,934594,177,6.0,1,1.0,0,,0,,
8166,4,3,0,23,,,,934594,177,6.0,1,1.0,0,,0,,
8167,4,3,1,50,432.0,4.0,48.0,1350000,177,4.0,0,1.0,1,1.0,1,1.0,1.0
8168,4,3,0,21,,,,934594,177,7.0,0,1.0,0,,0,,
8171,4,3,0,38,22.0,1.0,48.0,1203476,283,6.0,1,1.0,1,1.0,0,0.0,5.0
8173,4,3,0,26,2.0,1.0,45.0,1039453,283,7.0,0,1.0,1,1.0,0,0.0,5.0
8174,4,3,0,34,36.0,4.0,66.0,2000000,283,6.0,1,1.0,1,1.0,1,1.0,2.0
8175,4,3,1,31,5.0,1.0,40.0,781242,283,7.0,0,1.0,1,0.0,0,0.0,5.0
8177,4,2,0,40,12.0,1.0,60.0,1070666,243,6.0,1,1.0,1,1.0,0,0.0,4.0
8180,4,2,1,37,72.0,1.0,48.0,1314877,347,6.0,1,1.0,1,1.0,0,0.0,5.0
8183,4,3,0,42,36.0,4.0,48.0,400000,243,6.0,1,3.0,1,0.0,1,1.0,2.0
8184,4,3,1,51,36.0,4.0,48.0,1800000,243,6.0,1,1.0,1,1.0,1,0.0,4.0
8185,4,2,0,52,168.0,3.0,48.0,833333,243,4.0,0,1.0,1,1.0,0,1.0,1.0
8186,4,2,1,40,36.0,2.0,48.0,1960000,243,7.0,0,2.0,1,1.0,0,0.0,4.0
8187,4,2,0,55,,,,934594,175,5.0,0,1.0,0,,0,,
8188,4,2,1,29,36.0,1.0,48.0,781242,175,6.0,1,1.0,1,1.0,0,0.0,5.0
8189,4,2,1,57,240.0,4.0,40.0,200000,175,4.0,0,1.0,1,0.0,1,1.0,1.0
8191,4,3,1,18,,,,934594,245,7.0,0,3.0,0,,0,,
8193,4,3,0,46,168.0,1.0,48.0,560000,245,4.0,0,3.0,1,0.0,0,1.0,2.0
8194,4,3,0,28,24.0,2.0,60.0,1462500,240,6.0,1,2.0,1,1.0,0,0.0,5.0
8195,4,2,0,87,,,,934594,210,4.0,0,1.0,0,,0,,
8196,4,2,0,60,12.0,4.0,48.0,1000000,210,6.0,1,3.0,1,0.0,1,1.0,1.0
8197,4,3,0,54,167.0,1.0,48.0,1183687,126,6.0,1,1.0,1,1.0,0,0.0,5.0
8198,4,3,0,25,52.0,1.0,40.0,1733333,126,7.0,0,1.0,1,1.0,0,0.0,5.0
8199,4,3,0,24,46.0,1.0,48.0,1659044,126,7.0,0,1.0,1,1.0,0,0.0,5.0
8201,4,3,0,19,0.0,1.0,48.0,988211,126,6.0,1,1.0,1,1.0,0,0.0,5.0
8203,4,3,1,53,10.0,1.0,48.0,902786,210,5.0,0,1.0,1,1.0,0,0.0,5.0
8204,4,3,0,50,27.0,1.0,48.0,930929,210,5.0,0,1.0,1,1.0,0,0.0,4.0
8205,4,3,0,21,12.0,1.0,16.0,360000,210,7.0,0,1.0,1,1.0,0,0.0,5.0
8207,4,3,0,33,132.0,1.0,48.0,1656544,319,7.0,0,1.0,1,1.0,0,0.0,4.0
8208,4,2,0,34,,,,934594,290,7.0,0,1.0,0,,0,,
8210,4,2,1,35,24.0,1.0,48.0,1500000,290,7.0,0,1.0,1,1.0,0,0.0,5.0
8211,4,3,0,53,180.0,4.0,48.0,400000,198,6.0,1,1.0,1,0.0,1,1.0,1.0
8212,4,3,1,35,36.0,1.0,48.0,896119,198,6.0,1,1.0,1,1.0,0,0.0,4.0
8214,4,3,0,31,12.0,1.0,48.0,921786,198,6.0,1,1.0,1,1.0,0,0.0,5.0
8215,4,3,1,65,120.0,4.0,30.0,120000,226,3.0,0,3.0,1,0.0,1,1.0,1.0
8216,4,3,0,86,,,,1374986,234,3.0,0,1.0,0,,0,,
8217,4,3,1,47,12.0,4.0,25.0,1400000,234,7.0,0,1.0,1,1.0,1,1.0,1.0
8220,4,3,0,29,16.0,1.0,48.0,1554878,368,7.0,0,1.0,1,1.0,0,1.0,2.0
8221,4,3,1,24,7.0,1.0,48.0,1169453,368,6.0,1,1.0,1,1.0,0,0.0,3.0
8222,4,2,0,23,24.0,1.0,40.0,1417211,318,7.0,0,1.0,1,1.0,0,0.0,5.0
8223,4,2,1,56,96.0,1.0,40.0,1887492,318,5.0,0,1.0,1,0.0,0,1.0,2.0
8226,4,2,0,63,,,,785242,180,4.0,0,1.0,0,,0,,
8227,4,2,0,57,,,,785242,180,4.0,0,1.0,0,,0,,
8228,4,2,1,29,8.0,1.0,48.0,1003211,180,6.0,1,1.0,1,1.0,0,0.0,5.0
8229,4,2,0,24,36.0,1.0,40.0,980937,180,6.0,1,1.0,1,1.0,0,1.0,2.0
8231,4,3,0,50,168.0,2.0,48.0,1824866,279,7.0,0,1.0,1,1.0,0,0.0,5.0
8233,4,3,0,29,,,,100000,279,7.0,0,1.0,0,,0,,
8234,4,3,1,34,153.0,2.0,60.0,1462500,279,6.0,1,2.0,1,1.0,0,0.0,5.0
8236,4,3,1,36,56.0,1.0,50.0,1100000,243,6.0,1,1.0,1,1.0,0,0.0,4.0
8237,4,3,0,30,14.0,3.0,48.0,1228333,243,6.0,1,1.0,1,0.0,0,1.0,1.0
8238,4,2,0,44,5.0,1.0,27.0,260000,186,6.0,1,,1,0.0,0,1.0,2.0
8239,4,2,0,65,,,,120000,186,4.0,0,3.0,0,,0,,
8243,4,2,0,39,48.0,5.0,10.0,500000,415,6.0,1,1.0,1,0.0,0,1.0,2.0
8244,4,2,1,34,48.0,5.0,32.0,600000,415,6.0,1,3.0,1,0.0,0,1.0,2.0
8245,4,2,0,18,3.0,1.0,32.0,450000,415,7.0,0,1.0,1,0.0,0,0.0,5.0
8246,4,2,1,18,24.0,1.0,16.0,300000,415,6.0,1,3.0,1,0.0,0,1.0,2.0
8247,4,2,0,21,6.0,1.0,48.0,986119,415,6.0,1,1.0,1,1.0,0,0.0,5.0
8249,4,3,0,55,,,,500000,231,6.0,1,1.0,0,,0,,
8250,4,3,1,56,132.0,4.0,56.0,850000,200,4.0,0,3.0,1,0.0,1,1.0,1.0
8251,4,3,1,60,48.0,1.0,63.0,2000000,200,5.0,0,,1,0.0,0,0.0,3.0
8253,4,2,1,22,2.0,1.0,48.0,400000,262,6.0,1,,1,0.0,0,1.0,2.0
8254,4,2,0,53,12.0,4.0,48.0,500000,262,5.0,0,,1,0.0,1,1.0,2.0
8256,4,2,1,59,12.0,4.0,48.0,500000,262,5.0,0,,1,0.0,1,1.0,2.0
8257,4,3,1,43,8.0,1.0,72.0,1631666,259,5.0,0,1.0,1,1.0,0,1.0,2.0
8258,4,3,0,20,7.0,1.0,24.0,946929,259,6.0,1,1.0,1,0.0,0,1.0,2.0
8259,4,3,0,39,12.0,5.0,84.0,934594,259,6.0,1,,1,0.0,0,1.0,2.0
8260,4,3,1,23,9.0,1.0,48.0,1012140,259,5.0,0,1.0,1,1.0,0,0.0,5.0
8262,4,2,1,65,1.0,4.0,48.0,900000,272,4.0,0,1.0,1,0.0,1,1.0,2.0
8264,4,2,0,56,3.0,4.0,5.0,100000,272,5.0,0,1.0,1,0.0,1,1.0,1.0
8265,4,2,0,32,48.0,1.0,40.0,1093211,272,6.0,1,1.0,1,1.0,0,0.0,4.0
8266,4,2,1,83,240.0,1.0,48.0,890000,226,3.0,0,3.0,1,0.0,0,0.0,4.0
8267,4,2,0,49,,,,934594,322,3.0,0,1.0,0,,0,,
8269,4,2,1,52,24.0,1.0,48.0,1059929,322,4.0,0,1.0,1,1.0,0,0.0,4.0
8271,4,2,0,55,1.0,5.0,12.0,388000,219,5.0,0,1.0,1,0.0,0,1.0,2.0
8272,4,2,0,20,0.0,1.0,70.0,882500,219,6.0,1,1.0,1,0.0,0,1.0,2.0
8273,4,2,1,23,1.0,4.0,6.0,200000,219,6.0,1,1.0,1,0.0,1,1.0,2.0
8276,4,2,0,21,1.0,4.0,5.0,400000,219,6.0,1,3.0,1,0.0,1,1.0,2.0
8277,4,4,1,69,,,,1487492,154,6.0,1,1.0,0,,0,,
8278,4,4,0,54,,,,934594,154,6.0,1,1.0,0,,0,,
8279,4,4,0,27,4.0,1.0,48.0,1038211,154,7.0,0,1.0,1,1.0,0,0.0,5.0
8281,4,2,0,27,12.0,4.0,30.0,500000,240,6.0,1,3.0,1,0.0,1,1.0,1.0
8282,4,2,1,32,5.0,1.0,72.0,929453,290,6.0,1,1.0,1,1.0,0,0.0,5.0
8283,4,2,0,28,,,,934594,290,6.0,1,1.0,0,,0,,
8285,4,2,1,54,12.0,1.0,60.0,420000,257,6.0,1,3.0,1,0.0,0,0.0,3.0
8287,4,2,1,82,,,,800000,179,3.0,0,1.0,0,,0,,
8288,4,2,0,83,,,,807492,179,4.0,0,1.0,0,,0,,
8291,4,4,0,65,,,,2821666,176,7.0,0,1.0,0,,0,,
8292,4,4,1,25,48.0,1.0,20.0,1500000,158,7.0,0,1.0,1,1.0,0,0.0,3.0
8294,4,4,0,54,24.0,5.0,40.0,2000000,158,7.0,0,1.0,1,1.0,0,1.0,2.0
8295,4,2,1,40,18.0,4.0,48.0,700000,246,3.0,0,1.0,1,0.0,1,1.0,1.0
8296,4,2,1,22,,,,100000,246,7.0,0,3.0,0,,0,,
8297,4,2,0,47,12.0,1.0,48.0,899453,246,4.0,0,1.0,1,1.0,0,0.0,5.0
8299,4,3,0,22,,,,934594,160,6.0,1,1.0,0,,0,,
8300,4,3,0,89,,,,934594,160,3.0,0,2.0,0,,0,,
8302,4,3,0,40,24.0,1.0,8.0,80000,188,7.0,0,3.0,1,0.0,0,1.0,2.0
8303,4,3,0,59,96.0,1.0,48.0,750000,188,4.0,0,3.0,1,0.0,0,1.0,2.0
8305,4,3,1,23,12.0,1.0,36.0,900000,188,7.0,0,1.0,1,1.0,0,0.0,5.0
8306,4,4,0,57,,,,583333,173,7.0,0,1.0,0,,0,,
8307,4,3,1,62,,,,800000,208,5.0,0,1.0,0,,0,,
8308,4,3,1,30,96.0,4.0,48.0,780000,208,6.0,1,1.0,1,0.0,1,1.0,1.0
8309,4,3,0,60,360.0,4.0,40.0,400000,208,6.0,1,1.0,1,1.0,1,1.0,1.0
8310,4,2,0,49,2.0,1.0,48.0,869453,207,5.0,0,1.0,1,1.0,0,1.0,2.0
8311,4,2,0,20,36.0,1.0,10.0,800000,207,7.0,0,1.0,1,0.0,0,0.0,3.0
8312,4,3,0,42,5.0,3.0,40.0,760000,243,4.0,0,3.0,1,0.0,0,1.0,1.0
8313,4,3,1,48,96.0,1.0,50.0,820000,243,4.0,0,3.0,1,0.0,0,1.0,2.0
8314,4,2,0,23,,,,934594,222,7.0,0,1.0,0,,0,,
8315,4,2,1,35,84.0,4.0,60.0,600000,222,6.0,1,,1,0.0,1,1.0,2.0
8317,4,2,1,33,120.0,4.0,48.0,800000,289,6.0,1,1.0,1,0.0,1,1.0,1.0
8319,4,2,0,31,84.0,4.0,50.0,800000,289,7.0,0,1.0,1,0.0,1,1.0,1.0
8320,4,4,0,30,2.0,1.0,48.0,829000,180,7.0,0,1.0,1,0.0,0,0.0,4.0
8321,4,4,1,67,,,,800000,180,5.0,0,1.0,0,,0,,
8322,4,4,0,61,,,,934594,180,5.0,0,1.0,0,,0,,
8324,4,4,0,71,,,,781242,167,7.0,0,1.0,0,,0,,
8325,4,4,1,44,200.0,2.0,48.0,3000000,167,7.0,0,1.0,1,1.0,0,0.0,5.0
8326,4,4,0,39,,,,1000000,167,7.0,0,1.0,0,,0,,
8327,4,4,1,22,,,,934594,141,7.0,0,1.0,0,,0,,
8328,4,4,0,20,,,,934594,141,7.0,0,1.0,0,,0,,
8329,4,4,0,57,300.0,2.0,30.0,5300000,141,7.0,0,1.0,1,1.0,0,0.0,5.0
8330,4,4,0,54,168.0,2.0,30.0,2175000,141,7.0,0,2.0,1,1.0,0,0.0,5.0
8331,4,2,1,23,3.0,1.0,48.0,908211,221,7.0,0,1.0,1,1.0,0,0.0,5.0
8332,4,2,0,23,30.0,1.0,40.0,930286,221,7.0,0,1.0,1,1.0,0,0.0,4.0
8333,4,3,1,23,2.0,1.0,50.0,980000,260,7.0,0,,1,0.0,0,1.0,2.0
8334,4,3,1,20,2.0,1.0,20.0,540000,260,6.0,1,,1,0.0,0,1.0,2.0
8335,4,3,1,45,2.0,1.0,50.0,1000000,260,6.0,1,,1,0.0,0,1.0,2.0
8337,4,3,0,42,56.0,4.0,48.0,750000,322,6.0,1,1.0,1,0.0,1,1.0,1.0
8338,4,3,1,45,47.0,1.0,60.0,927619,322,6.0,1,1.0,1,1.0,0,0.0,5.0
8339,4,3,0,73,,,,200000,234,4.0,0,3.0,0,,0,,
8340,4,3,1,45,,,,934594,234,6.0,1,3.0,0,,0,,
8341,4,2,0,37,36.0,4.0,54.0,960000,229,5.0,0,3.0,1,0.0,1,1.0,1.0
8342,4,2,0,33,24.0,1.0,48.0,931953,229,6.0,1,1.0,1,1.0,0,0.0,5.0
8343,4,3,1,22,2.0,1.0,45.0,980000,187,7.0,0,1.0,1,0.0,0,0.0,5.0
8344,4,3,0,56,300.0,4.0,84.0,1000000,187,7.0,0,1.0,1,1.0,1,1.0,1.0
8345,4,3,0,95,,,,687493,187,4.0,0,1.0,0,,0,,
8346,4,3,1,63,,,,7500000,187,7.0,0,1.0,0,,0,,
8349,4,3,0,34,60.0,5.0,72.0,800000,321,4.0,0,,1,0.0,0,1.0,2.0
8351,4,3,0,57,36.0,4.0,35.0,1100000,205,7.0,0,3.0,1,0.0,1,1.0,1.0
8353,4,3,1,18,,,,366666,205,7.0,0,1.0,0,,0,,
8356,4,1,0,53,120.0,4.0,40.0,1420000,319,4.0,0,3.0,1,0.0,1,1.0,2.0
8357,4,2,0,46,12.0,4.0,30.0,740000,222,6.0,1,1.0,1,0.0,1,1.0,1.0
8358,4,2,0,78,,,,600000,222,3.0,0,3.0,0,,0,,
8359,4,2,1,18,,,,934594,222,7.0,0,1.0,0,,0,,
8360,4,2,0,69,,,,350000,205,4.0,0,1.0,0,,0,,
8361,4,2,1,77,,,,687492,205,4.0,0,1.0,0,,0,,
8362,4,1,1,39,12.0,1.0,50.0,930929,289,4.0,0,1.0,1,1.0,0,0.0,3.0
8364,4,1,0,37,1.0,4.0,10.0,150000,289,6.0,1,3.0,1,0.0,1,1.0,1.0
8366,4,3,0,62,180.0,1.0,30.0,700000,223,5.0,0,1.0,1,0.0,0,1.0,2.0
8367,4,3,0,36,180.0,5.0,70.0,2000000,223,7.0,0,1.0,1,0.0,0,1.0,2.0
8368,4,3,1,38,60.0,4.0,60.0,1000000,223,7.0,0,1.0,1,0.0,1,1.0,1.0
8369,4,3,1,72,,,,687492,205,4.0,0,1.0,0,,0,,
8370,4,3,0,71,,,,1800000,205,4.0,0,1.0,0,,0,,
8371,4,3,0,63,,,,1500000,234,4.0,0,1.0,0,,0,,
8372,4,3,1,34,36.0,1.0,48.0,781242,234,6.0,1,1.0,1,0.0,0,1.0,2.0
8374,4,3,0,25,48.0,1.0,54.0,1086000,319,6.0,1,3.0,1,0.0,0,1.0,2.0
8375,4,2,1,56,18.0,4.0,75.0,320000,211,5.0,0,1.0,1,1.0,1,1.0,1.0
8376,4,2,0,82,,,,1187492,211,5.0,0,1.0,0,,0,,
8377,4,2,1,54,60.0,1.0,48.0,1084000,211,5.0,0,1.0,1,1.0,0,0.0,5.0
8378,4,2,1,23,36.0,1.0,50.0,600000,211,7.0,0,1.0,1,1.0,0,0.0,5.0
8379,4,2,1,50,216.0,1.0,48.0,1089044,177,4.0,0,1.0,1,1.0,0,0.0,5.0
8380,4,2,0,51,24.0,4.0,20.0,500000,177,4.0,0,1.0,1,0.0,1,1.0,1.0
8382,4,2,0,20,6.0,1.0,40.0,869453,177,6.0,1,1.0,1,1.0,0,0.0,5.0
8383,4,2,1,21,24.0,4.0,4.0,70000,184,7.0,0,1.0,1,0.0,1,1.0,2.0
8384,4,2,0,46,84.0,6.0,48.0,934594,184,6.0,1,1.0,1,0.0,0,1.0,2.0
8385,4,2,1,57,84.0,4.0,66.0,750000,184,4.0,0,1.0,1,0.0,1,1.0,2.0
8386,4,2,0,19,2.0,1.0,12.0,270000,184,7.0,0,1.0,1,0.0,0,1.0,2.0
8387,4,1,1,30,14.0,1.0,48.0,1179053,243,3.0,0,1.0,1,1.0,0,0.0,5.0
8388,4,1,0,31,,,,934594,243,3.0,0,1.0,0,,0,,
8389,4,2,1,53,,,,800000,246,4.0,0,1.0,0,,0,,
8390,4,2,0,49,7.0,4.0,10.0,150000,246,5.0,0,1.0,1,0.0,1,1.0,1.0
8391,4,2,1,20,8.0,1.0,70.0,919453,246,7.0,0,1.0,1,1.0,0,0.0,5.0
8392,4,2,0,30,24.0,4.0,70.0,450000,325,3.0,0,1.0,1,0.0,1,1.0,1.0
8393,4,2,1,29,36.0,4.0,56.0,800000,325,5.0,0,,1,0.0,1,1.0,1.0
8395,4,2,1,26,36.0,1.0,77.0,1000000,325,4.0,0,1.0,1,0.0,0,1.0,2.0
8396,4,4,1,52,58.0,5.0,72.0,3500000,210,7.0,0,1.0,1,1.0,0,0.0,3.0
8397,4,4,0,21,,,,934594,210,7.0,0,1.0,0,,0,,
8398,4,4,0,50,58.0,5.0,48.0,5000000,210,7.0,0,1.0,1,1.0,0,0.0,3.0
8399,4,3,1,51,48.0,1.0,40.0,1288211,247,6.0,1,1.0,1,1.0,0,0.0,5.0
8400,4,3,0,54,148.0,1.0,40.0,959453,247,4.0,0,1.0,1,1.0,0,0.0,5.0
8401,4,3,1,28,2.0,1.0,48.0,957193,247,7.0,0,1.0,1,1.0,0,1.0,2.0
8402,4,4,0,58,,,,850000,142,7.0,0,1.0,0,,0,,
8404,4,4,0,24,5.0,1.0,48.0,5000000,142,7.0,0,1.0,1,1.0,0,0.0,5.0
8405,4,4,1,34,2.0,1.0,48.0,3200000,142,7.0,0,1.0,1,1.0,0,0.0,5.0
8407,4,4,0,57,,,,934594,172,7.0,0,1.0,0,,0,,
8408,4,4,1,57,240.0,2.0,48.0,11350000,172,7.0,0,1.0,1,1.0,0,0.0,5.0
8409,4,4,0,24,3.0,1.0,48.0,3500000,172,7.0,0,1.0,1,1.0,0,0.0,5.0
8410,4,3,1,42,36.0,1.0,48.0,1200000,246,3.0,0,1.0,1,1.0,0,0.0,4.0
8412,4,3,1,22,3.0,1.0,48.0,1000000,246,7.0,0,1.0,1,1.0,0,0.0,5.0
8413,4,2,1,75,192.0,6.0,15.0,120000,205,3.0,0,3.0,1,0.0,0,1.0,2.0
8414,4,2,0,71,192.0,4.0,15.0,720000,205,3.0,0,3.0,1,0.0,1,1.0,2.0
8415,4,1,0,56,7.0,1.0,8.0,105000,233,1.0,0,3.0,1,0.0,0,1.0,2.0
8419,4,2,0,59,10.0,3.0,8.0,1017492,200,4.0,0,1.0,1,0.0,0,1.0,1.0
8421,4,2,0,48,15.0,4.0,55.0,200000,296,5.0,0,1.0,1,0.0,1,1.0,1.0
8422,4,2,1,26,5.0,1.0,48.0,869453,296,7.0,0,1.0,1,1.0,0,0.0,5.0
8423,4,2,1,55,24.0,4.0,48.0,700000,296,6.0,1,1.0,1,0.0,1,1.0,1.0
8424,4,4,0,20,,,,934594,193,7.0,0,1.0,0,,0,,
8425,4,4,1,73,,,,3000000,193,7.0,0,1.0,0,,0,,
8427,4,2,1,45,12.0,1.0,28.0,920833,322,3.0,0,,1,0.0,0,1.0,2.0
8428,4,2,0,40,240.0,4.0,48.0,448333,322,4.0,0,3.0,1,0.0,1,1.0,1.0
8429,4,2,1,38,6.0,4.0,40.0,500000,400,3.0,0,1.0,1,0.0,1,1.0,1.0
8430,4,2,0,31,48.0,2.0,48.0,1146211,400,7.0,0,1.0,1,1.0,0,0.0,5.0
8433,4,1,0,51,24.0,1.0,48.0,842718,217,6.0,1,1.0,1,1.0,0,0.0,5.0
8434,4,1,1,56,4.0,1.0,66.0,1060000,217,3.0,0,1.0,1,0.0,0,0.0,3.0
8435,4,1,1,20,2.0,4.0,74.0,200000,217,6.0,1,,1,0.0,1,1.0,1.0
8437,4,4,1,38,120.0,4.0,48.0,3500000,322,5.0,0,1.0,1,1.0,1,1.0,1.0
8438,4,4,0,41,120.0,4.0,48.0,2200000,322,6.0,1,1.0,1,1.0,1,1.0,1.0
8439,4,4,1,72,,,,1780000,226,6.0,1,1.0,0,,0,,
8440,4,2,1,52,99.0,4.0,70.0,800000,255,4.0,0,1.0,1,1.0,1,1.0,1.0
8441,4,2,0,54,240.0,4.0,84.0,600000,243,4.0,0,1.0,1,0.0,1,1.0,2.0
8442,4,2,1,48,18.0,4.0,84.0,1100000,243,4.0,0,1.0,1,0.0,1,1.0,2.0
8443,4,3,0,28,2.0,4.0,48.0,781242,229,7.0,0,,1,0.0,1,1.0,2.0
8446,4,2,1,42,60.0,1.0,48.0,1950000,322,7.0,0,1.0,1,1.0,0,0.0,5.0
8447,4,2,0,26,,,,934594,322,6.0,1,1.0,0,,0,,
8448,4,2,0,38,60.0,1.0,40.0,1709877,321,7.0,0,1.0,1,1.0,0,0.0,5.0
8451,4,1,1,26,0.0,4.0,48.0,100000,232,7.0,0,,1,0.0,1,1.0,2.0
8452,4,1,0,49,1.0,4.0,48.0,600000,232,6.0,1,,1,0.0,1,0.0,3.0
8453,4,1,0,34,1.0,1.0,60.0,720000,232,6.0,1,,1,0.0,0,1.0,2.0
8454,4,2,0,38,192.0,1.0,48.0,2659166,245,7.0,0,1.0,1,1.0,0,0.0,5.0
8455,4,2,1,21,0.0,4.0,10.0,150000,245,7.0,0,1.0,1,0.0,1,1.0,1.0
8456,4,2,1,18,,,,934594,245,7.0,0,1.0,0,,0,,
8457,4,3,1,21,36.0,1.0,48.0,672000,209,6.0,1,3.0,1,0.0,0,1.0,2.0
8459,4,3,0,47,23.0,4.0,54.0,200000,209,6.0,1,3.0,1,0.0,1,1.0,1.0
8460,4,3,0,58,12.0,4.0,30.0,250000,237,6.0,1,1.0,1,0.0,1,1.0,1.0
8461,4,3,1,29,36.0,1.0,48.0,983119,237,6.0,1,1.0,1,1.0,0,0.0,4.0
8462,4,3,1,37,48.0,1.0,48.0,983119,237,5.0,0,1.0,1,1.0,0,0.0,3.0
8463,4,3,1,33,2.0,4.0,48.0,300000,255,5.0,0,,1,0.0,1,1.0,1.0
8464,4,3,1,50,172.0,4.0,48.0,700000,255,3.0,0,3.0,1,0.0,1,1.0,1.0
8466,4,2,0,34,5.0,3.0,32.0,624666,321,7.0,0,1.0,1,0.0,0,1.0,1.0
8468,4,2,1,51,120.0,1.0,60.0,1870666,159,6.0,1,1.0,1,1.0,0,0.0,5.0
8469,4,2,0,48,96.0,5.0,90.0,1000000,159,6.0,1,1.0,1,0.0,0,1.0,2.0
8470,4,2,1,29,12.0,1.0,48.0,1249242,159,7.0,0,1.0,1,0.0,0,1.0,2.0
8471,4,2,0,19,96.0,6.0,6.0,934594,159,7.0,0,1.0,1,0.0,0,1.0,2.0
8473,4,2,1,24,6.0,4.0,72.0,800000,159,6.0,1,1.0,1,0.0,1,1.0,1.0
8474,4,2,0,19,6.0,1.0,40.0,781242,159,7.0,0,1.0,1,0.0,0,0.0,5.0
8475,4,2,1,73,,,,934594,159,3.0,0,3.0,0,,0,,
8477,4,3,0,33,120.0,1.0,40.0,1200000,128,7.0,0,1.0,1,1.0,0,1.0,2.0
8479,4,3,1,23,16.0,1.0,48.0,930929,128,7.0,0,1.0,1,1.0,0,0.0,4.0
8481,4,3,0,63,,,,934594,145,5.0,0,3.0,0,,0,,
8482,4,3,1,26,60.0,4.0,50.0,800000,145,6.0,1,,1,0.0,1,1.0,1.0
8486,4,3,1,57,216.0,4.0,48.0,700000,130,4.0,0,3.0,1,0.0,1,1.0,1.0
8487,4,3,0,52,180.0,4.0,40.0,400000,130,5.0,0,3.0,1,0.0,1,1.0,1.0
8488,4,3,0,19,,,,934594,130,7.0,0,3.0,0,,0,,
8489,4,2,1,25,3.0,4.0,30.0,800000,368,6.0,1,1.0,1,1.0,1,1.0,1.0
8490,4,2,0,27,,,,934594,368,4.0,0,1.0,0,,0,,
8493,4,2,0,67,,,,1387492,189,4.0,0,1.0,0,,0,,
8495,4,2,0,25,24.0,1.0,48.0,1059044,189,6.0,1,1.0,1,1.0,0,0.0,5.0
8497,4,2,1,42,300.0,4.0,42.0,800000,255,3.0,0,3.0,1,0.0,1,1.0,1.0
8499,4,3,1,55,24.0,1.0,48.0,930929,119,5.0,0,1.0,1,1.0,0,0.0,5.0
8500,4,3,0,23,,,,934594,119,6.0,1,,0,,0,,
8501,4,3,0,51,,,,934594,119,4.0,0,3.0,0,,0,,
8502,4,3,0,88,,,,687492,119,3.0,0,1.0,0,,0,,
8503,4,2,0,28,84.0,4.0,48.0,900000,334,4.0,0,1.0,1,0.0,1,1.0,1.0
8508,4,3,0,59,240.0,4.0,30.0,150000,125,4.0,0,3.0,1,0.0,1,1.0,1.0
8510,4,3,0,39,18.0,1.0,48.0,952786,125,5.0,0,1.0,1,1.0,0,0.0,3.0
8512,4,3,0,23,3.0,1.0,48.0,781242,125,5.0,0,3.0,1,0.0,0,0.0,3.0
8514,4,2,1,28,5.0,1.0,48.0,1248211,474,7.0,0,1.0,1,1.0,0,0.0,5.0
8515,4,2,0,30,72.0,1.0,48.0,3588211,474,7.0,0,1.0,1,1.0,0,0.0,5.0
8516,4,2,1,33,,,,934594,474,6.0,1,3.0,0,,0,,
8517,4,2,0,58,,,,934594,474,6.0,1,3.0,0,,0,,
8518,4,2,0,23,4.0,1.0,48.0,884870,474,6.0,1,1.0,1,1.0,0,0.0,5.0
8523,4,2,1,57,44.0,4.0,48.0,600000,218,5.0,0,,1,0.0,1,1.0,1.0
8524,4,2,0,36,4.0,1.0,9.0,1070825,218,7.0,0,1.0,1,1.0,0,1.0,2.0
8525,4,2,1,30,18.0,4.0,48.0,600000,218,7.0,0,,1,0.0,1,1.0,1.0
8526,4,2,0,56,,,,934594,234,1.0,0,3.0,0,,0,,
8527,4,2,1,28,10.0,1.0,20.0,1675000,234,7.0,0,1.0,1,1.0,0,0.0,5.0
8529,4,2,1,28,63.0,1.0,48.0,1362333,322,7.0,0,1.0,1,1.0,0,0.0,5.0
8530,4,2,0,28,7.0,4.0,20.0,800000,322,7.0,0,1.0,1,0.0,1,1.0,2.0
